PRODUCTID,RECALLEVENTID,PRODUCTTYPESHORT,FIRMCITYNAM,FIRMCOUNTRYNAM,PHASETXT,RECALLINITIATIONDT,FIRMLEGALNAM,DISTRIBUTIONAREASUMMARYTXT,CENTERCD,FIRMSTATEPRVNCNAM,CENTERCLASSIFICATIONDT,TERMINATIONDT,CENTERCLASSIFICATIONTYPETXT,ENFORCEMENTREPORTDT,EVENTLMD,PRODUCTDESCRIPTIONTXT,PRODUCTSHORTREASONTXT,RECALLNUM,PRODUCTDISTRIBUTEDQUANTITY,RID
170230,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Valsartan and Hydrochlorothiazide tablets USP 320mg/12.5 mg, 90-count bottle, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-550-90.","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0365-2019,"23,016 bottles",13
170226,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Amlodipine and Valsartan Tablets USP 5 mg/320 mg, 30-count bottles, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-738-30.
","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0363-2019,"27,688 bottles",12
170233,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Valsartan and Hydrochlorothiazide tablets USP 80 mg/12.5 mg, 90-count bottle, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-547-90.","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0368-2019,"32,160 bottles",11
170224,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Amlodipine and Valsartan Tablets USP 5 mg/160 mg, 30-count bottles, Rx Only,
Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-737-30","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0361-2019,"18,408 bottles",10
170225,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Amlodipine and Valsartan Tablets USP 10 mg/160 mg, 30-count bottles, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-739-30.
","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0362-2019,"60,417 bottles",9
170237,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Valsartan tablets USP 320 mg, 90-count bottles, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-573-90.","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0370-2019,"20,604 bottles",5
170228,81887,Drugs,East Windsor,United States,Ongoing,12/31/2018,Aurobindo Pharma USA Inc.,Product was distributed to 25 distributors and Retail Chains who may have further distributed the product throughout the United States.,CDER,New Jersey,01/14/2019,,2,01/23/2019,05/16/2024,"Amlodipine and Valsartan Tablets USP 10 mg/320 mg. 30-count bottles, Rx Only, Manufactured for: Aurobindo Pharma USA, Inc., Dayton, NJ 08810. NDC 65862-740-30.
","CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodimethylamine (NDEA) contained in the API used to manufacture the product above the interim acceptable daily intake level of 0.083 parts per million.",D-0364-2019,"55,788 bottles",6
205271,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"FentaNYL citrate PF, 2500 mcg per 250 mL 0.9% Sodium Chloride (10 mcg per mL), Item F3342, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-072-82.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0278-2024,"13,920 IV bags",51
205274,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"VANCOmycin HCl PF 1.25g added to 0.9% Sodium Chloride 250 mL IV bag, Item F3206, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-028-68.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0281-2024,"10,152 IV bags",52
205270,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"FentaNYL citrate PF, 1000 mcg per 100 mL 0.9% Sodium Chloride (10 mcg per mL), Item F3355, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-072-41.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0277-2024,"8,976 IV bags",56
205272,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"PHENYLephrine HCl 20 mg per 250 mL 0.9% Sodium Chloride (80 mcg per mL), Item F3360, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-148-94.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0279-2024,"29,016 IV bags",55
205275,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"VANCOmycin HCl PF 1.5g added to 0.9% Sodium Chloride 250 mL IV bag, Item F3208, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-029-68.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0282-2024,"7,548 IV bags",54
205273,93710,Drugs,Englewood,United States,Ongoing,12/28/2023,"Denver Solutions, LLC DBA Leiters Health",Nationwide within the United States,CDER,Colorado,01/29/2024,,1,02/07/2024,01/29/2024,"PHENYLephrine HCl 40 mg per 250 mL 0.9% Sodium Chloride (160 mcg per mL), Item F3352, for IV use only; Leiters 13796 Compark Blvd Englewood, CO 80112; NDC 71449-150-82.",Superpotent Drug: semi-automated IV bag filling system can malfunction and provide a double dose of drug product to IV bags.,D-0280-2024,"12,564 IV bags",53
205354,93746,Devices,Danvers,United States,Ongoing,12/27/2023,"Abiomed, Inc.","Worldwide distribution - US Nationwide and the countries of AU, CA, DE, FR, IN, MX, TW, and VI.",CDRH,Massachusetts,02/12/2024,,2,02/21/2024,02/21/2024,"Impella catheters - Intravascular micro axial blood pumps that support a patient's circulatory system.

(1) Product Code 005042 - Impella 2.5
(2) Product Code 005062 - Impella 5.0
(3) Product Code 005082- Impella LD
(4) Product Code 004334 - Impella RP
(5) Product Code 0046-0035 - Impella RP with SmartAssist
(6) Product Code 1000323 - RP Flex with SmartAssist
(7) Product Codes 0550-0008 and 1000100 - Impella 5.5 with SmartAssist
(8) Product Code 0048-0032 - Impella CP
(9) Product Codes 100080 and 0048-0045 - Impella CP with SmartAssist

--

***Added 2/20/24***

(10) 4413 and 004413 - Impella 2.5 Set
(11) 5040 and 005040 - Impella 2.5 IMC Pump Set EU
(12) 5060 and 005060 - Impella 5.0 IMC Pump Set EU
(13) 5064 and 005064 - Impella 5.0 IMC Pump Set Canada
(14) 1000115 - Impella CP Pump set, APAC
(15) 1000211 - Impella 5.5 Smart Assist Set, JP
(16) 1000302 - Impella CP with SmartAssist APAC
(17) 1000361 - Impella 5.5 Set AU
(18) 1000402 - Impella CP Smart Assist Set
(19) 0046-0011 - Impella RP Pump Set, EU
(20) 0046-0026 - Impella 5.0 Pump Set ROW
(21) 0046-0037 - Impella 5.0 Pump Set APAC
(22) 0046-0039 - Impella RP Set APAC
(23) 004690-AU - Impella 5.0 Pump Set AU
(24) 0048-0002 - Impella CP Pump Set, EU
(25) 0048-0002-BR - Impella CP Pump Set BR
(26) 0048-0004 - Impella CP Pump Set, Canada
(27) 0048-0014 - Impella Smart Assist Set, EU
(28) 0048-0024-JP - Impella CP Smart Assist Set, JP
(29) 0048-0044 - Impella CP Smart Assist Set, Canada
(30) 0048-0047- Impella CP Smart Assist Set APAC
(31) 005048-JP - Impella 2.5 Pump Set, Japan
(32) 005066-JP - Impella 5.0 Pump Set, Japan
(33) 0550-0002 - Impella 5.5 with SmartAssist Set, EU
(34) 0550-0004 - Impella 5.5 with SmartAssist Set, CA","New warnings are being added to the Instructions for Use for all affected products to reduce the possibility of fibers being drawn into the Impella, which may result in low flow of the device.",Z-1074-2024,92515,60
205357,93749,Devices,Danvers,United States,Ongoing,12/27/2023,"Abiomed, Inc.","Worldwide distribution - US Nationwide and the countries of AU, CA, DE, FR, IN, MX, TW, and VI.",CDRH,Massachusetts,02/09/2024,,1,02/21/2024,03/15/2024,"Impella catheters - Intravascular micro axial blood pumps that support a patient's circulatory system.  
(1) Product Code 005042 - Impella 2.5  
(2) Product Code 005062 - Impella 5.0  
(3) Product Code 005082- Impella LD  
(7) Product Codes 0550-0008 and 1000100 - Impella 5.5 with SmartAssist  
(8) Product Code 0048-0032 - Impella CP  
(9) Product Codes 1000080 and 0048-0045 - Impella CP with SmartAssist  
 ***Updated February 2024***  
(10) 004413 - Impella 2.5 Set  
(12) 0046-0026 - Impella 5.0 Pump Set ROW  
(13) 0046-0037 - Impella 5.0 Pump Set APAC  
(15) 004680-AU - 5.0 Pump Set AU  
(16) 0048-0002 - Impella CP Pump Set, EU  
(17) 0048-0002-BR - Impella CP Pump Set BR  
(18) 0048-0004 - Impella CP Pump Set, Canada  
(19) 0048-0014 - Impella CP Smart Assist Set, EU  
(20) 0048-0024-JP - Impella CP Smart Assist Set, JP  
(21) 0048-0044 - Impella CP Smart Assist Set, Canada  
(22) 0048-0047 - Impella CP Smart Assist Set APAC  
(23) 005040 - Impella 2.5 IMC Pump Set EU  
(24) 005048-JP - Impella 2.5 Pump Set, Japan  
(25) 005060 - Impella 5.0 IMC Pump Set EU  
(26) 005064 - Impella 5.0 IMC Pump Set Canada  
(27) 005066-JP - Impella 5.0 Pump Set, Japan  
(28) 0550-0002 - Impella 5.5 with SmartAssist Set, EU  
(29) 0550-0004 - Impella 5.5 with SmartAssist Set, CA  
(30) 1000115 - Impella CP Pump set, APAC  
(31) 1000211 - Impella 5.5 SmartAssist Set, JP  
(32) 1000302 - Impella CP with SmartAssist APAC  
(33) 1000361 - Impella 5.5 Set AU  
(34) 1000402 - Impella CP Smart Assist Set  
***Updated March 15, 2024***  
The following products were removed from the list of affected products because the Right-side devices are not in the scope of the warning to avoid left ventricle perforation:  
(4) Product Code 004334 - Impella RP  
(5) Product Code 0046-0035 - Impella RP with SmartAssist  
(6) Product Code 1000323 - RP Flex with SmartAssist  
(11) 0046-0011 - Impella RP Pump Set, EU  
(14) 0046-0039 - Impella RP Set APAC  
",IFU has been updated to include warnings about the risk of the inlet perforating through the myocardial wall of the left ventricle due to operator handling.,Z-0980-2024,"91,914 (65,857 US; 26,075 OUS)",59
206038,93976,Drugs,Brookhaven,United States,Terminated,12/26/2023,"Amneal Pharmaceuticals of New York, LLC",Product was distributed nationwide.,CDER,New York,03/27/2024,08/16/2024,2,04/03/2024,08/16/2024,"Divalproex Sodium Extended-release Tablets, USP 250 mg, Rx Only, 100 tablets, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad, INDIA, Distributed by: Amneal Pharmaceuticals LLC, Bridgewater, NJ 08807, NDC 65162-755-10.
NDC# 65162-755-10",Failed dissolution specifications,D-0426-2024,"21,452/100 count bottles",71
205174,93702,Drugs,Warren,United States,Ongoing,12/26/2023,Haleon US Holdings LLC,USA nationwide,CDER,New Jersey,02/07/2024,,1,01/31/2024,02/08/2024,"Robitussin Honey CF Max Nighttime Adult (Acetaminophen 650 mg, Diphenhydramine HCl 25mg), 8 FL OZ (237 mL) bottle, Distributed by: GSK Consumer Healthcare, Warren, NJ 07059",Microbial Contamination of Non-Sterile Products,D-0317-2024,"21,900 bottles",72
205423,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare neonatal incubator, models:  
a) Care Plus, 
b) Care Plus 1000, 
c) Care Plus 2000, 
d) Care Plus 3000, 
e) Care Plus 4000, Plus 4000
","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0957-2024,21626 units,70
205425,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare Care Plus Hood Field Replacement Unit (FRU) kit, Part Numbers:  6600-0047-851, 6600-0033-850, 6600-0081-850, 6600-0961-500, 6600-0083-850","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0959-2024,1465 units,69
205426,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare Care Plus Hood Door FRU kit, Part Numbers: 6600-0082-850, 6600-0504-800, 6600-0148-800, and 6600-0970-500","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0960-2024,1810 units,68
205424,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare neonatal incubator, models:  
a) Lullaby Incubator, 
b) Lullaby Incubator XP, 
c) Lullaby Incubator TR
","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0958-2024,1410 units,67
205427,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare Lullaby Incubator Model Hood FRU kit, Part Numbers: M1169566, M1160659, M1206259, M1206260, M1166836, M1166814","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0961-2024,1 unit,66
205428,93780,Devices,Bengaluru,India,Ongoing,12/26/2023,Wipro GE Healthcare Private Ltd.,Worldwide distribution.,CDRH,,02/09/2024,,1,02/21/2024,02/09/2024,"GE Healthcare Lullaby Incubator Model Hood Door FRU kit, Part Numbers:  M1169767, M1160674, M1187512, M1206646, M1166822","GE HealthCare has become aware that the bedside panel of Care Plus, Care Plus¿ Model 1000, 2000, 3000 and 4000 Incubator, Lullaby Incubator, Lullaby TR Incubator, and Lullaby XP Incubator can be upright and look closed but not be latched if the red indicator is visible. The portholes also can look closed when not latched when the portholes are obstructed e.g., hood covers. If a patient impacts the bedside panel or porthole that is not latched, the panel can disengage and fall open, no longer protecting the patient from falling.",Z-0962-2024,17 units,65
